"geneNames.as.numeric.rownames.res_coef1..1.l1...","res_coef1.adj.P.Val.1.l1."
"GRIA4",0.000517918219990942
"HSP90AB1",0.000517918219990942
"LOC101930361",0.000518496076021214
"DDX10",0.000518496076021214
"BLOC1S6",0.000518496076021214
"MIEF1",0.000518496076021214
"ARHGDIG",0.000518496076021214
"TMSB10",0.000520679139314906
"RHBDD2",0.000524081406109712
"MDH2",0.000524081406109712
"CLCN4",0.000524439126898655
"CABYR",0.000524439126898655
"AKIRIN2",0.000524439126898655
"OGT",0.000524439126898655
"UNC13A",0.00053025160006601
"OPHN1",0.00053335123998154
"CCT2",0.000534109771392692
"OSCP1",0.000534109771392692
"MPC2",0.000534109771392692
"SYN2",0.000534109771392692
"RFK",0.000534109771392692
"SNAPC5",0.000540340014266332
"WDR61",0.000541929257118792
"CBLN4",0.000544255816325227
"PRKCB",0.000544255816325227
"CHM",0.000544255816325227
"SLC26A4-AS1",0.000544255816325227
"YWHAZ",0.000544377693649019
"FEM1B",0.000547581209792859
"OPA1",0.000547581209792859
"LRRC8B",0.000552197126993425
"PHF23",0.000552197126993425
"CCSAP",0.000554311525889796
"ATP6V1C1",0.000555500320340129
"ST6GALNAC3",0.000555500320340129
"NCBP2-AS2",0.000557932386978631
"DLAT",0.000557960193450136
"FAM49B",0.000558253832902045
"BRINP2",0.000558423271979983
"PACRGL",0.000562986858817208
"UBN2",0.000563621161085397
"STS",0.000565443834755066
"GRIA1",0.000566491351281537
"GABRD",0.000566961429153154
"ATF2",0.000566961429153154
"VPS25",0.000571411675707084
"ACP1",0.000572424627603121
"ATP6V0C",0.000574342687252935
"SRD5A1",0.000574824076352099
"ENSA",0.000574824076352099
"SMYD3",0.000575439857911686
"GOT2",0.000575439857911686
"SVOP",0.000575760975356722
"ZDHHC21",0.000579608354677949
"C2orf80",0.000579608354677949
"SSX2IP",0.000579608354677949
"LSM12",0.000579608354677949
"LMO4",0.000579608354677949
"EML1",0.000579608354677949
"CALM3",0.000579608354677949
"CDC27",0.000579608354677949
"PI4KA",0.00058123419740925
"TPRG1L",0.00058123419740925
"TNS2",0.00058123419740925
"CDH8",0.00058123419740925
"RNF175",0.00058123419740925
"ZNF385A",0.000584027101054521
"HSPA9",0.000585137587329963
"GPHN",0.000587287354715551
"SMARCA2",0.000588665753715906
"PLXNB3",0.000588906438795425
"LOC101929087",0.000588906438795425
"MAPK8",0.000588906438795425
"GEMIN7",0.000589198102278407
"DNAJC14",0.000589198102278407
"AU156915",0.000589198102278407
"PLCB1",0.000590288780887169
"NDFIP2",0.000592805328109948
"C10orf35",0.000592805328109948
"C16orf70",0.000595495555166495
"ARIH1",0.000595531457185521
"RNF14",0.000597210101924782
"RABEP1",0.000606094637838302
"ARL4C",0.000607040887870328
"PEX11B",0.000608701178655371
"LOC286052",0.00061117632163213
"MAN1A1",0.00061117632163213
"RAB3C",0.000616077703911015
"MRPL38",0.000617388744315472
"SUMO1",0.000617533129216849
"H2AFZ",0.000617533129216849
"KIRREL3",0.000618847706803488
"YJEFN3",0.000621627066040184
"AA565051",0.000622486008054339
"UBLCP1",0.000623759960298398
"KCNK1",0.000623759960298398
"TUBGCP4",0.000627129406418027
"TBL1XR1",0.000627129406418027
"TOMM70",0.000631142696404417
"PCDH8",0.000631278269139092
"CHMP1B",0.00063572492256229
"AP4S1",0.000636286869097087
"PARP6",0.000636286869097087
"UBE2W",0.000636762019846731
"SLF1",0.000637365795099104
"MIR3620",0.000639006083569109
"CELF2",0.000642279165116219
"ADO",0.000642977769539446
"KCNJ3",0.000642977769539446
"RASA1",0.000642977769539446
"DBN1",0.000642977769539446
"217715_x_at",0.000643131896731549
"SNORD14D",0.000644428267583841
"C1QBP",0.000645247590257112
"C12orf29",0.00065422681154603
"SNORD14D",0.000656127715110562
"NME7",0.000656254960151322
"ADAMTS3",0.000656928956507176
"PTCD2",0.00066037047594558
"RITA1",0.00066037047594558
"CALU",0.000661125288059097
"AI796076",0.000663538969793612
"GULP1",0.000665115648364321
"C8orf46",0.000666050745500023
"IQGAP1",0.000667341934957742
"PSMA1",0.000667341934957742
"CNOT7",0.000667341934957742
"LAPTM4B",0.000671491532585834
"AP2S1",0.000674950039881299
"NUDT4P1",0.000674950039881299
"ATL1",0.000675059919996177
"COPS8",0.000679113020265781
"LOC729680",0.000679478758496958
"ADD2",0.000679702898081796
"PRKCB",0.00068152451414281
"KIF3C",0.000685985807081051
"TMEM183B",0.000688945541713148
"HIKESHI",0.000689611194425848
"PINK1",0.000691421650305702
"AP2S1",0.000691421650305702
"GOLT1B",0.000700094703501729
"DNAJA1",0.000700094703501729
"EPHA4",0.000700094703501729
"PDHX",0.000700094703501729
"AA604777",0.000700094703501729
"GABRA5",0.000701796243188802
"NAA50",0.000702476750305254
"ABHD16A",0.000703518967460228
"MGC12488",0.000704888913969851
"RPRD1A",0.000704888913969851
"SELT",0.000707191996637362
"BTBD11",0.000707191996637362
"ATP6AP2",0.000707191996637362
"IER5",0.000707191996637362
"MRPS27",0.000707191996637362
"KLF15",0.000708880804066922
"KHNYN",0.000711577738542149
"TOLLIP",0.000711697794324186
"RGS4",0.000712671743226841
